id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
15851,Lifestyle Lounge,Episode 88,107.59,Lifestyle,86.52,Wednesday,Evening,,0.0,Positive,72.70967
15852,Digital Digest,Episode 7,112.06,Technology,29.26,Wednesday,Morning,42.55,1.0,Neutral,106.93279
15853,Home & Living,Episode 3,,Lifestyle,87.03,Saturday,Morning,70.06,0.0,Neutral,41.03414
15854,True Crime Stories,Episode 2,,True Crime,49.3,Saturday,Morning,18.53,2.0,Negative,96.34997
15855,Detective Diaries,Episode 45,,True Crime,57.22,Thursday,Afternoon,40.38,1.0,Positive,86.43045
15856,Wellness Wave,Episode 83,29.61,Health,23.64,Saturday,Evening,18.24,0.0,Negative,20.32
15857,News Roundup,Episode 79,27.66,News,59.71,Tuesday,Night,58.71,1.0,Positive,15.59403
15858,Comedy Corner,Episode 60,67.18,Comedy,71.84,Monday,Afternoon,66.21,0.0,Neutral,53.8
15859,Detective Diaries,Episode 66,69.7,True Crime,85.93,Wednesday,Morning,12.79,1.0,Neutral,59.05294
15860,Fitness First,Episode 89,30.92,Health,26.72,Sunday,Evening,,3.0,Negative,21.92
15861,Money Matters,Episode 69,10.91,Business,59.4,Wednesday,Morning,88.69,0.0,Positive,8.34
15862,Learning Lab,Episode 6,88.19,Education,82.3,Saturday,Evening,69.82,0.0,Neutral,68.52962
15863,Current Affairs,Episode 39,35.73,News,78.76,Wednesday,Morning,74.76,1.0,Positive,24.07326
15864,Health Hour,Episode 99,21.75,Health,65.91,Monday,Afternoon,68.91,1.0,Neutral,17.26519
15865,Money Matters,Episode 64,12.29,Business,25.96,Sunday,Evening,78.27,3.0,Neutral,11.71455
15866,Current Affairs,Episode 30,71.25,News,56.71,Friday,Morning,,3.0,Positive,33.18302
15867,Home & Living,Episode 45,88.58,Lifestyle,66.41,Thursday,Evening,71.79,1.0,Neutral,50.03104
15868,Global News,Episode 71,,News,23.14,Saturday,Evening,80.86,2.0,Negative,4.95151
15869,Gadget Geek,Episode 87,70.35,Technology,75.1,Thursday,Afternoon,,1.0,Neutral,54.31483
15870,Finance Focus,Episode 82,66.55,Business,73.42,Tuesday,Night,74.08,3.0,Negative,41.04981
15871,Money Matters,Episode 64,96.51,Business,32.19,Tuesday,Evening,32.86,0.0,Neutral,91.38034
15872,Fitness First,Episode 23,116.62,Health,88.92,Friday,Afternoon,,2.0,Positive,90.30785
15873,Sports Weekly,Episode 40,110.62,Sports,65.47,Saturday,Afternoon,18.59,0.0,Neutral,86.9588
15874,Game Day,Episode 55,69.36,Sports,54.56,Thursday,Afternoon,4.49,3.0,Negative,36.37
15875,Learning Lab,Episode 81,80.82,Education,90.71,Tuesday,Evening,1.38,0.0,Neutral,64.63857
15876,True Crime Stories,Episode 30,97.54,True Crime,97.26,Wednesday,Afternoon,,3.0,Positive,58.77911
15877,Criminal Minds,Episode 29,38.78,True Crime,53.54,Monday,Evening,59.42,1.0,Neutral,23.03688
15878,Detective Diaries,Episode 14,68.0,True Crime,56.72,Friday,Afternoon,28.18,0.0,Neutral,65.50988
15879,Melody Mix,Episode 35,57.92,Music,23.33,Tuesday,Morning,,3.0,Negative,53.71883
15880,Crime Chronicles,Episode 46,35.13,True Crime,44.51,Wednesday,Night,37.13,2.0,Negative,11.13329
15881,Style Guide,Episode 16,79.69,Lifestyle,85.82,Monday,Afternoon,41.04,0.0,Neutral,66.65142
15882,Game Day,Episode 23,,Sports,48.99,Monday,Night,65.93,0.0,Negative,14.97
15883,Game Day,Episode 26,12.67,Sports,96.15,Wednesday,Morning,,0.0,Negative,11.81
15884,Gadget Geek,Episode 7,71.62,Technology,45.05,Thursday,Evening,27.87,0.0,Positive,61.7557
15885,Current Affairs,Episode 9,28.63,News,86.41,Wednesday,Evening,38.34,1.0,Neutral,18.96844
15886,Tune Time,Episode 84,100.8,Music,21.36,Sunday,Afternoon,74.38,1.0,Negative,94.61
15887,Music Matters,Episode 87,111.0,Music,64.59,Friday,Morning,0.81,0.0,Negative,77.62903
15888,Digital Digest,Episode 70,42.38,Technology,95.9,Sunday,Night,24.23,0.0,Positive,35.60637
15889,Business Insights,Episode 13,53.44,Business,54.98,Tuesday,Afternoon,58.24,2.0,Negative,41.07762
15890,Sports Weekly,Episode 3,60.5,Sports,54.6,Monday,Night,8.47,1.0,Negative,41.04171
15891,Innovators,Episode 15,85.75,Technology,66.46,Tuesday,Afternoon,,3.0,Neutral,60.79016
15892,Mind & Body,Episode 42,44.43,Health,67.36,Monday,Afternoon,,2.0,Positive,37.703
15893,Tune Time,Episode 64,7.52,Music,65.78,Thursday,Evening,29.63,0.0,Neutral,1.34696
15894,Market Masters,Episode 71,26.1,Business,71.61,Tuesday,Night,61.1,2.0,Neutral,17.70193
15895,Mind & Body,Episode 71,95.98,Health,91.98,Tuesday,Night,,3.0,Positive,60.16683
15896,Joke Junction,Episode 28,102.03,Comedy,76.32,Thursday,Evening,45.32,1.0,Negative,78.68007
15897,Study Sessions,Episode 25,,Education,33.59,Tuesday,Evening,,1.0,Positive,46.01617
15898,Market Masters,Episode 99,56.26,Business,82.88,Saturday,Evening,99.82,3.0,Negative,34.29146
15899,Sports Central,Episode 75,80.71,Sports,76.39,Friday,Night,,3.0,Neutral,52.30523
15900,Health Hour,Episode 78,113.78,Health,24.18,Tuesday,Night,44.09,0.0,Negative,82.79872
15901,Lifestyle Lounge,Episode 41,109.06,Lifestyle,66.99,Wednesday,Evening,53.92,3.0,Positive,82.6474
15902,Melody Mix,Episode 30,75.98,Music,79.0,Monday,Evening,19.92,1.0,Positive,57.75977
15903,News Roundup,Episode 12,107.9,News,71.0,Tuesday,Night,80.87,3.0,Negative,80.88238
15904,True Crime Stories,Episode 13,45.44,True Crime,22.24,Thursday,Morning,44.41,2.0,Positive,34.0325
15905,Humor Hub,Episode 71,39.15,Comedy,71.25,Saturday,Afternoon,89.43,1.0,Positive,25.85751
15906,Digital Digest,Episode 5,72.53,Technology,68.17,Friday,Night,7.18,3.0,Neutral,55.19004
15907,Life Lessons,Episode 29,50.99,Lifestyle,56.29,Saturday,Morning,47.72,2.0,Negative,39.36241
15908,Business Insights,Episode 34,27.49,Business,98.01,Sunday,Morning,20.03,2.0,Negative,25.56421
15909,Fitness First,Episode 54,96.65,Health,30.34,Saturday,Morning,,2.0,Neutral,78.84715
15910,Business Insights,Episode 56,49.56,Business,66.22,Friday,Afternoon,29.53,2.0,Positive,40.61459
15911,Digital Digest,Episode 83,52.08,Technology,98.24,Monday,Night,55.48,2.0,Negative,33.084
15912,Funny Folks,Episode 50,,Comedy,47.65,Saturday,Afternoon,,2.0,Neutral,47.65634
15913,Mind & Body,Episode 28,24.96,Health,99.66,Tuesday,Evening,,0.0,Negative,13.56675
15914,Business Insights,Episode 35,91.71,Business,57.75,Friday,Evening,,0.0,Neutral,89.50138
15915,Athlete's Arena,Episode 96,15.91,Sports,66.56,Monday,Morning,72.33,0.0,Neutral,8.64689
15916,Brain Boost,Episode 83,91.05,Education,83.04,Wednesday,Morning,48.2,0.0,Positive,67.65113
15917,Criminal Minds,Episode 68,27.4,True Crime,59.48,Tuesday,Night,50.99,0.0,Positive,11.3
15918,Fashion Forward,Episode 49,,Lifestyle,34.28,Sunday,Evening,82.28,3.0,Neutral,55.93026
15919,Healthy Living,Episode 15,22.56,Health,37.83,Thursday,Morning,19.43,0.0,Negative,10.16037
15920,Melody Mix,Episode 86,53.53,Music,51.52,Monday,Evening,74.03,1.0,Negative,42.29624
15921,Business Insights,Episode 22,18.29,Business,77.03,Saturday,Night,29.62,3.0,Neutral,4.62869
15922,Wellness Wave,Episode 27,104.87,Health,30.42,Tuesday,Afternoon,81.36,1.0,Positive,88.97332
15923,Global News,Episode 35,70.36,News,57.53,Tuesday,Evening,79.92,3.0,Positive,60.20895
15924,Detective Diaries,Episode 41,49.92,True Crime,94.48,Wednesday,Afternoon,87.61,0.0,Positive,43.54909
15925,Innovators,Episode 21,,Technology,87.49,Wednesday,Evening,,2.0,Positive,73.72683
15926,Study Sessions,Episode 45,74.15,Education,87.15,Wednesday,Morning,8.48,1.0,Neutral,44.47354
15927,Brain Boost,Episode 34,72.74,Education,72.71,Tuesday,Night,36.53,2.0,Neutral,55.26045
15928,Sports Central,Episode 9,90.72,Sports,92.85,Wednesday,Night,83.93,0.0,Negative,55.30005
15929,Health Hour,Episode 13,67.7,Health,30.76,Sunday,Evening,49.56,3.0,Negative,40.94621
15930,Detective Diaries,Episode 4,49.7,True Crime,87.26,Saturday,Afternoon,30.18,1.0,Positive,39.12111
15931,Business Briefs,Episode 99,103.29,Business,58.58,Friday,Morning,98.63,0.0,Positive,58.0631
15932,Mind & Body,Episode 79,99.04,Health,20.85,Wednesday,Afternoon,64.12,3.0,Neutral,54.41
15933,Style Guide,Episode 88,10.67,Lifestyle,76.99,Sunday,Afternoon,82.69,1.0,Positive,2.80295
15934,Melody Mix,Episode 13,81.48,Music,56.67,Monday,Evening,81.2,1.0,Negative,79.96759
15935,Music Matters,Episode 91,60.41,Music,90.41,Saturday,Evening,18.57,0.0,Negative,39.71039
15936,Digital Digest,Episode 72,90.01,Technology,33.02,Friday,Afternoon,68.0,1.0,Negative,48.27337
15937,Joke Junction,Episode 20,16.52,Comedy,55.73,Saturday,Evening,,2.0,Negative,8.14364
15938,Funny Folks,Episode 84,32.82,Comedy,67.24,Wednesday,Morning,87.87,3.0,Neutral,22.56314
15939,Market Masters,Episode 91,20.32,Business,51.39,Monday,Morning,,3.0,Negative,11.78
15940,Healthy Living,Episode 28,69.25,Health,52.43,Wednesday,Afternoon,,0.0,Neutral,54.49594
15941,Market Masters,Episode 76,71.38,Business,95.65,Friday,Night,51.93,2.0,Negative,25.30267
15942,Tune Time,Episode 60,103.94,Music,38.12,Thursday,Morning,56.84,2.0,Positive,76.27103
15943,Daily Digest,Episode 63,38.4,News,26.72,Sunday,Afternoon,5.87,0.0,Positive,16.07437
15944,Business Briefs,Episode 5,90.42,Business,68.83,Saturday,Afternoon,59.82,0.0,Negative,47.59336
15945,Detective Diaries,Episode 84,,True Crime,65.31,Sunday,Afternoon,73.52,1.0,Positive,8.82596
15946,Tech Trends,Episode 30,64.54,Technology,76.55,Saturday,Evening,92.3,1.0,Negative,62.90748
15947,Detective Diaries,Episode 30,65.04,True Crime,66.28,Sunday,Evening,77.09,1.0,Positive,51.61245
15948,Healthy Living,Episode 12,101.53,Health,61.55,Friday,Evening,9.02,1.0,Positive,74.08016
15949,Funny Folks,Episode 34,72.83,Comedy,40.39,Monday,Afternoon,4.81,0.0,Neutral,34.75653
15950,Brain Boost,Episode 64,95.86,Education,96.56,Monday,Afternoon,62.76,1.0,Positive,52.96
15951,News Roundup,Episode 17,94.6,News,54.38,Thursday,Morning,,1.0,Negative,87.41388
15952,Tech Trends,Episode 81,112.24,Technology,23.61,Friday,Afternoon,23.31,1.0,Neutral,85.89686
15953,Detective Diaries,Episode 90,38.13,True Crime,95.18,Monday,Evening,45.38,1.0,Neutral,27.6544
15954,Game Day,Episode 33,103.19,Sports,95.19,Tuesday,Night,7.19,2.0,Positive,79.85907
15955,Innovators,Episode 93,20.88,Technology,69.9,Monday,Night,69.75,2.0,Negative,8.35789
15956,Health Hour,Episode 42,103.94,Health,45.17,Monday,Evening,72.97,0.0,Negative,62.65244
15957,Game Day,Episode 74,40.66,Sports,54.58,Wednesday,Evening,4.6,2.0,Negative,33.44218
15958,Innovators,Episode 93,71.59,Technology,98.3,Sunday,Night,12.07,2.0,Positive,67.75115
15959,Lifestyle Lounge,Episode 46,24.31,Lifestyle,84.1,Thursday,Afternoon,57.0,0.0,Negative,18.92896
15960,Tech Trends,Episode 41,9.78,Technology,23.55,Wednesday,Night,85.27,2.0,Neutral,8.3644
15961,Tune Time,Episode 81,113.72,Music,69.58,Saturday,Afternoon,14.35,0.0,Positive,79.86
15962,Fitness First,Episode 100,5.94,Health,73.51,Sunday,Afternoon,36.21,1.0,Negative,0.0
15963,Style Guide,Episode 89,78.92,Lifestyle,37.33,Thursday,Afternoon,,1.0,Neutral,55.40562
15964,Innovators,Episode 53,113.62,Technology,86.54,Saturday,Morning,52.33,1.0,Neutral,93.12406
15965,Joke Junction,Episode 95,54.38,Comedy,23.52,Friday,Night,,1.0,Positive,39.85488
15966,Tune Time,Episode 80,80.88,Music,89.63,Monday,Night,89.18,0.0,Negative,65.79199
15967,Global News,Episode 57,29.81,News,24.18,Monday,Afternoon,36.18,0.0,Positive,27.69741
15968,Tech Trends,Episode 7,,Technology,38.15,Thursday,Morning,48.35,1.0,Neutral,7.78
15969,Daily Digest,Episode 97,107.58,News,94.0,Sunday,Afternoon,50.5,1.0,Neutral,91.30714
15970,Brain Boost,Episode 70,45.73,Education,71.59,Saturday,Morning,50.61,0.0,Neutral,15.97267
15971,Detective Diaries,Episode 37,82.11,True Crime,57.22,Monday,Night,88.67,2.0,Negative,69.28141
15972,Lifestyle Lounge,Episode 7,66.33,Lifestyle,43.32,Friday,Evening,,3.0,Negative,36.45484
15973,Innovators,Episode 15,23.03,Technology,84.97,Sunday,Evening,7.13,3.0,Negative,6.9158
15974,Comedy Corner,Episode 28,51.19,Comedy,94.07,Saturday,Morning,42.14,1.0,Positive,38.67808
15975,Humor Hub,Episode 54,67.02,Comedy,31.93,Thursday,Night,30.34,3.0,Neutral,48.37892
15976,Game Day,Episode 59,,Sports,69.37,Monday,Afternoon,,0.0,Positive,23.14703
15977,Style Guide,Episode 78,43.8,Lifestyle,50.4,Sunday,Evening,91.07,3.0,Positive,12.73241
15978,Funny Folks,Episode 18,31.47,Comedy,28.56,Friday,Evening,83.98,3.0,Positive,22.41
15979,Tech Trends,Episode 96,54.45,Technology,40.19,Wednesday,Night,86.42,3.0,Positive,28.70313
15980,Current Affairs,Episode 14,19.34,News,43.9,Friday,Afternoon,,2.0,Positive,14.32553
15981,Business Insights,Episode 59,39.1,Business,24.97,Friday,Night,,3.0,Neutral,31.61781
15982,Sports Weekly,Episode 30,75.6,Sports,72.65,Sunday,Evening,48.15,1.0,Positive,48.82126
15983,Fitness First,Episode 22,26.91,Health,93.76,Thursday,Morning,74.9,2.0,Neutral,14.0622
15984,Digital Digest,Episode 18,56.94,Technology,80.83,Tuesday,Evening,,2.0,Negative,37.48027
15985,Home & Living,Episode 90,106.42,Lifestyle,43.11,Wednesday,Afternoon,96.14,1.0,Positive,82.71108
15986,Fitness First,Episode 68,107.22,Health,56.96,Wednesday,Evening,,0.0,Neutral,97.01293
15987,Study Sessions,Episode 97,66.22,Education,45.8,Friday,Night,32.97,2.0,Positive,28.57251
15988,Music Matters,Episode 65,114.91,Music,50.89,Monday,Evening,70.08,0.0,Negative,102.52503
15989,Funny Folks,Episode 79,107.0,Comedy,78.84,Monday,Afternoon,83.9,1.0,Neutral,93.06
15990,Learning Lab,Episode 25,66.39,Education,65.86,Sunday,Evening,68.17,2.0,Neutral,31.45352
15991,Home & Living,Episode 10,11.4,Lifestyle,89.74,Wednesday,Night,,1.0,Positive,0.0
15992,Sports Weekly,Episode 13,19.43,Sports,27.12,Tuesday,Night,82.03,3.0,Positive,13.23487
15993,Educational Nuggets,Episode 46,97.55,Education,38.26,Monday,Afternoon,37.46,0.0,Neutral,85.7499
15994,Fitness First,Episode 90,33.2,Health,52.6,Wednesday,Evening,9.72,3.0,Neutral,20.23921
15995,Mystery Matters,Episode 92,59.15,True Crime,79.55,Thursday,Morning,70.4,2.0,Neutral,36.62741
15996,Tech Trends,Episode 82,43.27,Technology,86.35,Saturday,Afternoon,54.98,3.0,Neutral,35.62387
15997,Tech Trends,Episode 73,42.92,Technology,95.51,Saturday,Night,24.23,3.0,Positive,35.60637
15998,Melody Mix,Episode 63,6.51,Music,50.57,Wednesday,Evening,41.79,1.0,Negative,0.0
15999,Tune Time,Episode 14,81.05,Music,62.41,Monday,Night,19.58,1.0,Negative,51.57038
16000,Tech Trends,Episode 66,49.0,Technology,64.53,Wednesday,Night,54.25,1.0,Neutral,34.84932
16001,Business Briefs,Episode 2,7.68,Business,48.54,Friday,Night,40.47,2.0,Positive,1.74895
16002,Business Insights,Episode 63,23.55,Business,75.35,Monday,Night,32.25,1.0,Neutral,6.76904
16003,Tech Talks,Episode 69,76.95,Technology,93.63,Monday,Afternoon,8.35,3.0,Negative,75.71061
16004,Current Affairs,Episode 30,,News,35.11,Sunday,Evening,58.07,0.0,Neutral,61.54213
16005,Sports Central,Episode 12,25.42,Sports,80.87,Friday,Night,,0.0,Neutral,7.24971
16006,Current Affairs,Episode 91,73.61,News,98.81,Tuesday,Evening,53.72,0.0,Negative,42.73002
16007,Athlete's Arena,Episode 63,71.98,Sports,60.44,Wednesday,Afternoon,83.63,1.0,Positive,53.01402
16008,Educational Nuggets,Episode 25,109.71,Education,50.58,Sunday,Evening,66.28,1.0,Neutral,88.88206
16009,Funny Folks,Episode 71,77.96,Comedy,56.19,Friday,Evening,74.19,1.0,Positive,68.64748
16010,Athlete's Arena,Episode 61,74.02,Sports,71.79,Saturday,Evening,,2.0,Negative,69.43552
16011,Humor Hub,Episode 27,81.12,Comedy,61.13,Sunday,Evening,81.37,3.0,Neutral,55.02316
16012,World Watch,Episode 15,,News,60.93,Sunday,Evening,14.74,1.0,Negative,68.14884
16013,Game Day,Episode 74,68.43,Sports,37.56,Saturday,Morning,,2.0,Positive,32.45444
16014,Sports Weekly,Episode 49,71.22,Sports,93.11,Monday,Afternoon,99.22,1.0,Neutral,52.11651
16015,Lifestyle Lounge,Episode 81,47.85,Lifestyle,51.77,Thursday,Evening,55.76,1.0,Negative,24.09
16016,Sound Waves,Episode 36,100.99,Music,44.64,Thursday,Evening,53.62,3.0,Negative,80.86265
16017,Sports Central,Episode 71,71.8,Sports,31.77,Monday,Night,9.94,0.0,Positive,54.53541
16018,Sports Central,Episode 43,12.49,Sports,73.42,Saturday,Morning,69.46,1.0,Neutral,0.64638
16019,News Roundup,Episode 38,,News,36.18,Monday,Evening,81.84,0.0,Neutral,52.30523
16020,Joke Junction,Episode 66,115.52,Comedy,21.77,Thursday,Night,,1.0,Positive,88.73872
16021,Melody Mix,Episode 79,22.32,Music,70.45,Tuesday,Evening,89.39,2.0,Negative,8.88242
16022,Lifestyle Lounge,Episode 100,102.55,Lifestyle,22.5,Sunday,Afternoon,89.6,3.0,Positive,61.08978
16023,Fitness First,Episode 73,,Health,73.94,Sunday,Evening,86.2,2.0,Negative,20.06
16024,Tune Time,Episode 58,25.67,Music,67.94,Thursday,Night,53.98,3.0,Neutral,19.0107
16025,Mystery Matters,Episode 77,,True Crime,90.51,Saturday,Night,24.84,0.0,Neutral,30.15424
16026,Mind & Body,Episode 9,67.0,Health,59.91,Friday,Afternoon,82.86,1.0,Positive,49.35355
16027,Fitness First,Episode 43,118.1,Health,26.87,Wednesday,Afternoon,92.55,3.0,Negative,58.86951
16028,Mind & Body,Episode 48,29.17,Health,46.65,Tuesday,Night,32.64,1.0,Neutral,15.12914
16029,Business Briefs,Episode 12,,Business,78.43,Sunday,Evening,18.48,1.0,Positive,30.48609
16030,Fitness First,Episode 37,99.71,Health,23.16,Sunday,Night,56.25,0.0,Positive,79.61331
16031,Learning Lab,Episode 10,42.39,Education,22.52,Sunday,Afternoon,,0.0,Negative,40.23186
16032,Crime Chronicles,Episode 78,,True Crime,82.56,Tuesday,Morning,64.95,2.0,Neutral,6.161
16033,Wellness Wave,Episode 56,83.31,Health,33.72,Sunday,Morning,,2.0,Neutral,56.44464
16034,Fashion Forward,Episode 41,89.46,Lifestyle,28.86,Tuesday,Night,29.35,0.0,Positive,86.98085
16035,Learning Lab,Episode 14,35.34,Education,70.46,Saturday,Evening,,3.0,Positive,28.93775
16036,Music Matters,Episode 80,104.48,Music,68.79,Saturday,Afternoon,55.4,1.0,Neutral,61.80348
16037,Funny Folks,Episode 21,,Comedy,83.67,Wednesday,Morning,9.28,0.0,Negative,23.56374
16038,Laugh Line,Episode 52,112.88,Comedy,33.94,Wednesday,Afternoon,68.64,0.0,Neutral,76.29874
16039,Athlete's Arena,Episode 74,115.79,Sports,82.06,Monday,Evening,18.25,0.0,Neutral,63.16507
16040,Life Lessons,Episode 45,87.58,Lifestyle,84.77,Friday,Morning,60.52,3.0,Negative,48.02577
16041,Laugh Line,Episode 14,,Comedy,33.54,Tuesday,Afternoon,32.83,1.0,Neutral,31.21333
16042,Home & Living,Episode 80,117.03,Lifestyle,69.69,Thursday,Evening,,0.0,Positive,109.34
16043,Global News,Episode 79,,News,63.59,Tuesday,Night,32.63,0.0,Negative,10.30885
16044,Melody Mix,Episode 27,30.75,Music,93.9,Wednesday,Afternoon,94.54,0.0,Negative,17.22
16045,Innovators,Episode 31,23.95,Technology,76.82,Monday,Evening,27.47,1.0,Neutral,7.67278
16046,Sound Waves,Episode 75,57.53,Music,56.23,Saturday,Night,21.92,2.0,Negative,29.49809
16047,Joke Junction,Episode 73,116.48,Comedy,99.66,Friday,Afternoon,13.34,3.0,Negative,63.49239
16048,Detective Diaries,Episode 68,64.09,True Crime,79.35,Monday,Evening,70.13,3.0,Positive,48.91848
16049,Innovators,Episode 65,9.58,Technology,90.78,Monday,Night,97.76,0.0,Neutral,3.94661
16050,Wellness Wave,Episode 11,119.03,Health,28.0,Friday,Evening,17.31,1.0,Neutral,93.68799
16051,Money Matters,Episode 24,92.24,Business,25.99,Sunday,Afternoon,90.99,1.0,Positive,65.06439
16052,True Crime Stories,Episode 54,61.75,True Crime,84.2,Friday,Night,79.1,2.0,Neutral,53.38975
16053,Innovators,Episode 77,57.3,Technology,45.98,Wednesday,Morning,8.67,2.0,Neutral,25.63476
16054,Brain Boost,Episode 17,62.39,Education,75.15,Monday,Afternoon,78.9,1.0,Positive,49.8165
16055,Money Matters,Episode 83,40.91,Business,96.93,Sunday,Evening,29.87,2.0,Positive,32.98205
16056,Fashion Forward,Episode 48,66.99,Lifestyle,47.18,Wednesday,Morning,,2.0,Negative,47.8155
16057,Joke Junction,Episode 9,67.05,Comedy,89.79,Thursday,Evening,70.79,0.0,Neutral,36.80884
16058,Sports Weekly,Episode 15,97.54,Sports,78.87,Saturday,Evening,96.76,0.0,Neutral,64.73084
16059,Wellness Wave,Episode 64,96.66,Health,47.94,Friday,Morning,86.0,2.0,Neutral,77.5632
16060,Humor Hub,Episode 85,61.4,Comedy,93.73,Saturday,Morning,22.44,1.0,Positive,43.41745
16061,Finance Focus,Episode 51,67.42,Business,96.16,Saturday,Morning,65.13,1.0,Positive,52.06559
16062,Athlete's Arena,Episode 70,57.34,Sports,65.39,Sunday,Evening,,0.0,Positive,41.66906
16063,Music Matters,Episode 43,67.92,Music,81.24,Wednesday,Morning,42.57,1.0,Negative,47.63713
16064,Money Matters,Episode 39,66.39,Business,71.44,Friday,Night,34.55,3.0,Negative,34.91953
16065,Crime Chronicles,Episode 85,116.59,True Crime,72.99,Thursday,Afternoon,,1.0,Neutral,85.52418
16066,Mind & Body,Episode 46,,Health,58.43,Monday,Morning,96.98,2.0,Negative,56.75641
16067,Style Guide,Episode 52,61.0,Lifestyle,98.61,Monday,Night,2.28,1.0,Negative,57.97971
16068,Melody Mix,Episode 96,35.34,Music,62.09,Wednesday,Afternoon,65.09,3.0,Positive,17.2264
16069,Innovators,Episode 79,86.02,Technology,64.85,Wednesday,Night,,3.0,Negative,70.84442
16070,Style Guide,Episode 21,84.93,Lifestyle,40.13,Monday,Evening,52.85,1.0,Positive,71.7693
16071,Sports Central,Episode 1,,Sports,54.92,Thursday,Night,89.7,2.0,Negative,55.07293
16072,Game Day,Episode 63,95.91,Sports,70.69,Sunday,Evening,,1.0,Positive,58.85996
16073,True Crime Stories,Episode 66,95.58,True Crime,32.78,Sunday,Afternoon,58.65,0.0,Positive,53.1022
16074,World Watch,Episode 50,117.12,News,39.99,Tuesday,Night,42.81,3.0,Positive,105.16011
16075,Humor Hub,Episode 61,113.03,Comedy,51.72,Wednesday,Night,,1.0,Positive,88.50367
16076,Tune Time,Episode 1,25.31,Music,53.9,Friday,Morning,83.89,1.0,Negative,26.1771
16077,Tech Talks,Episode 12,80.42,Technology,27.72,Saturday,Night,71.6,1.0,Neutral,55.67442
16078,True Crime Stories,Episode 45,91.21,True Crime,69.03,Sunday,Night,3.97,3.0,Neutral,69.94155
